1,20.0,5,550135
1,14.0,11,1187899
1,0.0,6,2295261
1,30.0,9,2550362
1,14.0,6,3108588
1,19.0,4,3367565
201,0.0,9,369869
201,7.0,4,1597438
201,30.0,5,2391623
201,1.0,3,2395582
201,23.0,3,2780124
201,6.0,9,3056620
401,30.0,15,302924
401,16.0,22,1721889
401,7.0,6,2178589
401,5.0,16,2534943
401,31.0,2,3088579
601,4.0,15,1104035
601,3.0,13,1181707
601,16.0,6,1242855
601,19.0,7,2123152
601,30.0,14,2155743
801,30.0,1,280917
801,3.0,8,1053069
801,4.0,5,1553088
801,9.0,13,2173768
801,30.0,9,2202987
801,31.0,2,3007470
1001,25.0,14,138116
1001,30.0,17,225522
1001,30.0,16,1397871
1001,30.0,16,2517502
1001,31.0,17,3020360
1201,30.0,4,351146
1201,23.0,6,993071
1201,30.0,6,3311532
1201,25.0,4,3319698
1201,28.0,4,3332416
1401,1.0,14,1263820
1401,30.0,11,2157205
1401,17.0,14,2246001
1401,19.0,14,2770748
1401,30.0,7,2783574
1401,30.0,6,3018159
1601,9.0,4,98678
1601,13.0,11,248747
1601,30.0,3,1558667
1601,31.0,10,1919744
1601,30.0,3,2796631
1601,5.0,7,3136784
1801,30.0,11,226028
1801,31.0,12,2717057
1801,7.0,5,2994726
1801,5.0,3,3233025
2001,14.0,12,402905
2001,12.0,19,947272
2001,7.0,16,2912671
2001,21.0,17,3080914
2001,7.0,14,3247240
2201,22.0,20,504
2201,16.0,2,28944
2201,14.0,10,539139
2201,16.0,20,760946
2201,11.0,10,1961541
2201,6.0,3,2291096
2401,7.0,14,123811
2401,2.0,20,1536745
2401,31.0,18,2605091
2401,14.0,18,2865637
2601,14.0,9,1195513
2601,30.0,7,2247957
2601,31.0,3,2483946
2601,7.0,8,2939558
2601,0.0,3,3201711
2801,14.0,10,649627
2801,3.0,14,1513944
2801,5.0,13,2202278
2801,12.0,11,2759925
2801,31.0,4,3309012
3001,14.0,6,11946
3001,7.0,10,254791
3001,11.0,8,750006
3001,25.0,6,1974696
3001,30.0,15,3076830
3001,28.0,8,3412485
3201,5.0,2,984642
3201,30.0,1,1571644
3201,4.0,2,1577068
3201,1.0,3,2352392
3201,11.0,2,2365160
3201,9.0,5,2940009
3401,26.0,10,210316
3401,4.0,6,1251463
3401,28.0,12,1254720
3401,31.0,6,3104013
3601,30.0,1,105016
3601,31.0,2,403115
3601,30.0,9,1274877
3601,30.0,18,2854989
3801,18.0,12,92020
3801,16.0,10,570703
3801,8.0,7,1889433
3801,10.0,1,2274684
3801,13.0,1,2954929
3801,6.0,1,3378379
4001,5.0,2,95419
4001,3.0,2,768271
4001,11.0,2,1222749
4001,8.0,6,2860970
4001,8.0,4,3110154
4001,10.0,4,3129472
4201,7.0,15,6769
4201,14.0,12,78822
4201,12.0,9,1188004
4201,30.0,16,1277478
4201,10.0,9,1394893
4401,3.0,25,395086
4401,4.0,11,429956
4401,22.0,22,1667715
4401,30.0,22,2272666
4401,23.0,11,3056957
4601,30.0,12,730285
4601,30.0,11,1529507
4601,30.0,8,2069811
4601,30.0,14,2314208
4601,29.0,6,2615880
4801,29.0,18,747298
4801,30.0,12,1266501
4801,15.0,22,1297061
4801,13.0,17,2576550
4801,24.0,13,2845360
4801,23.0,15,3002829
5001,12.0,2,1071669
5001,27.0,2,1086528
5001,30.0,1,1121096
5001,30.0,1,2330894
5001,30.0,2,2780054
5001,30.0,1,2841916
5201,30.0,13,531280
5201,21.0,12,650222
5201,16.0,13,1498631
5201,5.0,10,2347977
5201,23.0,11,2360219
5201,31.0,6,2674210
5401,30.0,6,755685
5401,8.0,15,843275
5401,31.0,11,1990264
5401,30.0,17,2308637
5601,5.0,6,27277
5601,3.0,5,691587
5601,30.0,16,1451894
5601,18.0,5,3234656
5601,10.0,10,3417235
5801,8.0,17,1113830
5801,30.0,7,1635025
5801,28.0,10,1801863
5801,30.0,10,2669626
5801,7.0,9,3076254
5801,25.0,18,3111910
6001,23.0,2,466758
6001,18.0,2,610299
6001,30.0,6,1183306
6001,30.0,4,2231019
6001,31.0,5,2818209
6001,20.0,3,2968568
6201,6.0,2,27273
6201,31.0,4,1056347
6201,10.0,1,1982152
6401,10.0,5,14822
6401,30.0,7,258801
6401,10.0,6,1093990
6401,7.0,3,1571845
6401,30.0,2,2255943
6601,23.0,5,924635
6601,30.0,8,1855298
6601,30.0,1,2250905
6601,30.0,2,2268176
6601,17.0,7,2883585
6601,30.0,8,3202732
6801,7.0,6,253975
6801,5.0,8,362246
6801,11.0,7,653865
6801,4.0,7,1367222
6801,1.0,2,2520919
6801,2.0,5,2997055
7001,30.0,3,2275975
7001,31.0,6,2681409
7001,30.0,7,3282323
7001,6.0,6,3353135
7201,31.0,12,673989
7201,14.0,9,1794953
7201,14.0,12,1926701
7201,7.0,5,3400236
7401,30.0,16,1007561
7401,30.0,27,1180066
7401,14.0,17,2484419
7401,14.0,19,2542879
7401,14.0,18,2559846
7601,6.0,18,35162
7601,5.0,11,653069
7601,10.0,14,1186399
7601,30.0,12,2762608
7601,30.0,19,3257791
7601,15.0,16,3315874
7801,31.0,11,333449
7801,8.0,7,1377292
7801,23.0,12,1810723
7801,12.0,8,2299025
7801,30.0,9,3230201
8001,6.0,5,1573128
8001,30.0,6,1643122
8001,13.0,4,2003421
8001,30.0,8,2280052
8001,6.0,5,2845427
8001,21.0,9,3124890
8201,30.0,6,383790
8201,15.0,1,541444
8201,8.0,11,797923
8201,30.0,5,1200626
8201,20.0,4,1598240
8201,18.0,10,2766567
8401,31.0,14,556639
8401,14.0,6,1353802
8401,10.0,6,1771199
8401,2.0,8,3233810
8601,2.0,17,54809
8601,3.0,20,651865
8601,2.0,15,1212442
8601,10.0,4,1761488
8601,3.0,14,2518282
8601,18.0,15,3191400
8801,2.0,15,301699
8801,7.0,29,647049
8801,28.0,9,924586
8801,5.0,13,1648660
8801,4.0,23,2046767
8801,3.0,10,2731139
9001,6.0,9,129572
9001,30.0,8,519617
9001,24.0,4,549933
9001,4.0,4,1507611
9001,7.0,2,3256267
9201,14.0,4,267889
9201,31.0,12,409341
9201,18.0,4,542544
9201,30.0,6,738415
9201,15.0,11,2785824
9401,14.0,33,1365787
9401,5.0,30,1629884
9401,7.0,18,2262673
9401,10.0,18,2402839
9401,1.0,7,2441514
9401,5.0,29,3119375
9601,6.0,16,189607
9601,8.0,15,872288
9601,5.0,25,1111197
9601,8.0,10,1557636
9601,15.0,29,2001427
9601,9.0,10,2657046
9801,30.0,3,201179
9801,10.0,6,444318
9801,5.0,5,1128298
9801,30.0,3,1143077
9801,30.0,4,2246819
10001,30.0,13,1634542
10001,7.0,8,1854840
10001,23.0,10,1855339
10001,7.0,9,2230385
10001,20.0,7,2496365
10201,6.0,14,1708700
10201,31.0,11,1721546
10201,30.0,8,2127461
10401,9.0,11,559440
10401,13.0,11,693052
10401,9.0,6,1111081
10401,17.0,13,1669821
10401,30.0,16,2283175
10401,13.0,10,2506877
10601,12.0,3,685328
10601,8.0,8,767999
10601,30.0,17,1287476
10601,19.0,14,1553431
10601,31.0,8,1618466
10801,30.0,21,576503
10801,30.0,11,651911
10801,25.0,15,1465935
10801,31.0,2,2090578
11001,6.0,14,1438666
11001,9.0,11,2578349
11001,5.0,10,2643366
11001,5.0,7,3110234
11001,4.0,20,3123191
11201,26.0,19,330774
11201,30.0,25,1131489
11201,30.0,5,1761677
11201,30.0,16,2722129
11201,18.0,22,3223368
11401,3.0,1,77096
11401,8.0,1,94196
11401,31.0,8,530560
11401,30.0,1,748613
11401,20.0,2,2251643
11601,12.0,7,845861
11601,30.0,18,1549622
11601,19.0,8,2260422
11601,22.0,15,2269556
11601,29.0,16,2709002
11801,1.0,7,134139
11801,0.0,3,1709761
11801,30.0,13,2098763
11801,30.0,5,2649509
11801,30.0,3,3222536
11801,6.0,8,3397832
12001,6.0,9,231976
12001,7.0,13,800825
12001,8.0,16,2744874
12001,14.0,9,3068659
12001,6.0,9,3229966
12001,8.0,10,3391640
12201,2.0,9,448249
12201,2.0,7,666247
12201,4.0,7,1724863
12201,30.0,4,2418898
12201,3.0,3,3387377
12401,11.0,9,223765
12401,8.0,6,231832
12401,8.0,11,343720
12401,8.0,6,443999
12401,6.0,13,3159531
12601,30.0,32,164965
12601,7.0,16,896044
12601,29.0,19,904156
12601,30.0,6,1622661
12601,21.0,16,2204045
12601,29.0,15,2403636
12801,5.0,27,310169
12801,9.0,23,1351966
12801,15.0,34,1499993
12801,10.0,27,1536305
12801,8.0,28,1682753
12801,8.0,25,3215527
13001,27.0,3,1870978
13001,30.0,1,2117198
13001,23.0,3,2236662
13001,31.0,4,3103895
13001,30.0,4,3270703
13201,30.0,10,978924
13201,7.0,9,1113670
13201,19.0,7,1260713
13201,17.0,3,1508472
13201,8.0,8,2091237
13201,3.0,5,2660605
13401,23.0,14,984420
13401,21.0,27,1128852
13401,11.0,10,1251102
13401,21.0,27,2208608
13401,13.0,23,2627501
13601,31.0,3,281932
13601,7.0,3,1677676
13601,30.0,3,1712456
13601,21.0,3,2612492
13801,7.0,2,157258
13801,10.0,4,327028
13801,6.0,3,996544
13801,30.0,6,1042385
13801,7.0,4,1638710
14001,18.0,11,1186593
14001,31.0,4,1273084
14001,22.0,9,1851743
14001,30.0,7,2406157
14001,14.0,16,2445866
14201,12.0,24,46283
14201,30.0,24,877284
14201,22.0,17,2018886
14201,14.0,1,2195282
14201,13.0,15,2488435
14201,17.0,15,2817510
14401,8.0,13,318395
14401,10.0,11,408643
14401,15.0,2,664982
14401,8.0,22,1546557
14401,3.0,7,3109384
14401,21.0,8,3401170
14601,30.0,10,1127331
14601,5.0,6,2560305
14601,1.0,10,2684476
14601,30.0,16,2785566
14601,14.0,17,3013164
14801,21.0,4,124458
14801,30.0,7,880364
14801,30.0,5,1472239
14801,21.0,2,1788350
14801,30.0,2,2426584
15001,6.0,9,662813
15001,14.0,13,1213748
15001,31.0,12,2875289
15201,1.0,7,1246707
15201,9.0,11,1905710
15201,7.0,11,2190655
15201,4.0,13,2415513
15201,8.0,24,2923268
15401,30.0,5,2400957
15401,10.0,14,2551859
15401,30.0,6,2776536
15401,26.0,7,3090732
15401,16.0,12,3248334
15401,13.0,5,3361149
15601,10.0,5,235359
15601,8.0,6,1082683
15601,18.0,7,2364483
15601,31.0,5,3364414
15801,8.0,6,231697
15801,2.0,8,247315
15801,2.0,11,525720
15801,5.0,7,1467292
15801,4.0,7,2941018
16001,7.0,3,1292024
16001,8.0,3,1443328
16001,8.0,4,1864878
16001,6.0,5,1982718
